playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
abnersh01,1991,1,SDN,NL,53,115,15,19,4,1,1,5.0,0.0,0.0,7,25.0,4.0,1.0,1.0,1.0,3.0
abnersh01,1992,1,CHA,AL,97,208,21,58,10,1,1,16.0,1.0,2.0,12,35.0,2.0,3.0,2.0,3.0,3.0
abramca01,1949,1,BRO,NL,8,24,6,2,1,0,0,0.0,1.0,,7,6.0,,0.0,0.0,,1.0
abramca01,1950,1,BRO,NL,38,44,5,9,1,0,0,4.0,0.0,,9,13.0,,0.0,1.0,,0.0
abramca01,1951,1,BRO,NL,67,150,27,42,8,0,3,19.0,3.0,2.0,36,26.0,,0.0,0.0,,5.0
abramca01,1952,1,BRO,NL,10,10,1,2,0,0,0,0.0,0.0,0.0,2,4.0,,0.0,0.0,,0.0
abramca01,1952,2,CIN,NL,71,158,23,44,9,2,2,13.0,1.0,0.0,19,25.0,,0.0,0.0,,1.0
abramca01,1953,1,PIT,NL,119,448,66,128,10,6,15,43.0,4.0,4.0,58,70.0,,0.0,6.0,,2.0
abramca01,1954,2,BAL,AL,115,423,67,124,22,7,6,25.0,1.0,4.0,72,67.0,,4.0,6.0,1.0,5.0
abramca01,1954,1,PIT,NL,17,42,6,6,1,1,0,2.0,0.0,0.0,10,9.0,,0.0,0.0,0.0,2.0
abramca01,1955,1,BAL,AL,118,309,56,75,12,3,6,32.0,2.0,8.0,89,69.0,2.0,3.0,3.0,3.0,6.0
abramca01,1956,1,CHA,AL,4,3,0,1,0,0,0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
abramcj01,2022,1,SDN,NL,46,125,16,29,5,0,2,11.0,1.0,2.0,4,27.0,0.0,6.0,2.0,2.0,4.0
abramcj01,2022,2,WAS,NL,44,159,17,41,7,2,0,10.0,6.0,2.0,1,23.0,0.0,3.0,0.0,0.0,1.0
abramcj01,2023,1,WAS,NL,151,563,83,138,28,6,18,64.0,47.0,4.0,32,118.0,2.0,13.0,3.0,3.0,7.0
abramcj01,2024,1,WAS,NL,138,541,79,133,29,6,20,65.0,31.0,12.0,40,128.0,3.0,16.0,1.0,4.0,4.0
abramge01,1923,1,CIN,NL,3,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,
abregjo01,1985,1,CHN,NL,6,9,0,0,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
abreual01,2020,1,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreual01,2021,1,NYA,AL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreual01,2022,2,KCA,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreual01,2022,3,NYA,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreual01,2022,1,TEX,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreual01,2023,1,NYA,AL,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubo01,1996,1,HOU,NL,15,22,1,5,1,0,0,1.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,1.0
abreubo01,1997,1,HOU,NL,59,188,22,47,10,2,3,26.0,7.0,2.0,21,48.0,0.0,1.0,0.0,0.0,0.0
abreubo01,1998,1,PHI,NL,151,497,68,155,29,6,17,74.0,19.0,10.0,84,133.0,14.0,0.0,4.0,4.0,6.0
abreubo01,1999,1,PHI,NL,152,546,118,183,35,11,20,93.0,27.0,9.0,109,113.0,8.0,3.0,0.0,4.0,13.0
abreubo01,2000,1,PHI,NL,154,576,103,182,42,10,25,79.0,28.0,8.0,100,116.0,9.0,1.0,0.0,3.0,12.0
abreubo01,2001,1,PHI,NL,162,588,118,170,48,4,31,110.0,36.0,14.0,106,137.0,11.0,1.0,0.0,9.0,13.0
abreubo01,2002,1,PHI,NL,157,572,102,176,50,6,20,85.0,31.0,12.0,104,117.0,9.0,3.0,0.0,6.0,11.0
abreubo01,2003,1,PHI,NL,158,577,99,173,35,1,20,101.0,22.0,9.0,109,126.0,13.0,2.0,0.0,7.0,13.0
abreubo01,2004,1,PHI,NL,159,574,118,173,47,1,30,105.0,40.0,5.0,127,116.0,10.0,5.0,0.0,7.0,5.0
abreubo01,2005,1,PHI,NL,162,588,104,168,37,1,24,102.0,31.0,9.0,117,134.0,15.0,6.0,0.0,8.0,7.0
abreubo01,2006,2,NYA,AL,58,209,37,69,16,0,7,42.0,10.0,2.0,33,52.0,1.0,1.0,2.0,3.0,5.0
abreubo01,2006,1,PHI,NL,98,339,61,94,25,2,8,65.0,20.0,4.0,91,86.0,5.0,2.0,0.0,6.0,8.0
abreubo01,2007,1,NYA,AL,158,605,123,171,40,5,16,101.0,25.0,8.0,84,115.0,0.0,3.0,0.0,7.0,11.0
abreubo01,2008,1,NYA,AL,156,609,100,180,39,4,20,100.0,22.0,11.0,73,109.0,2.0,1.0,0.0,1.0,14.0
abreubo01,2009,1,LAA,AL,152,563,96,165,29,3,15,103.0,30.0,8.0,94,113.0,7.0,1.0,0.0,9.0,15.0
abreubo01,2010,1,LAA,AL,154,573,88,146,41,1,20,78.0,24.0,10.0,87,132.0,3.0,2.0,0.0,5.0,13.0
abreubo01,2011,1,LAA,AL,142,502,54,127,30,1,8,60.0,21.0,5.0,78,113.0,5.0,1.0,1.0,3.0,8.0
abreubo01,2012,1,LAA,AL,8,24,1,5,3,0,0,5.0,0.0,0.0,2,5.0,0.0,0.0,0.0,1.0,1.0
abreubo01,2012,2,LAN,NL,92,195,28,48,8,1,3,19.0,6.0,2.0,35,51.0,3.0,0.0,0.0,0.0,6.0
abreubo01,2014,1,NYN,NL,78,133,12,33,9,0,1,14.0,1.0,0.0,20,21.0,0.0,0.0,0.0,2.0,3.0
abreubr01,2019,1,HOU,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubr01,2020,1,HOU,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubr01,2021,1,HOU,AL,31,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubr01,2022,1,HOU,AL,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubr01,2023,1,HOU,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreubr01,2024,1,HOU,AL,78,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreujo01,1942,1,CIN,NL,9,28,4,6,1,0,1,3.0,0.0,,4,4.0,,0.0,0.0,,1.0
abreujo02,2014,1,CHA,AL,145,556,80,176,35,2,36,107.0,3.0,1.0,51,131.0,15.0,11.0,0.0,4.0,14.0
abreujo02,2015,1,CHA,AL,154,613,88,178,34,3,30,101.0,0.0,0.0,39,140.0,11.0,15.0,0.0,1.0,16.0
abreujo02,2016,1,CHA,AL,159,624,67,183,32,1,25,100.0,0.0,2.0,47,125.0,7.0,15.0,0.0,9.0,21.0
abreujo02,2017,1,CHA,AL,156,621,95,189,43,6,33,102.0,3.0,0.0,35,119.0,6.0,15.0,0.0,4.0,21.0
abreujo02,2018,1,CHA,AL,128,499,68,132,36,1,22,78.0,2.0,0.0,37,109.0,7.0,11.0,0.0,6.0,14.0
abreujo02,2019,1,CHA,AL,159,634,85,180,38,1,33,123.0,2.0,2.0,36,152.0,4.0,13.0,0.0,10.0,24.0
abreujo02,2020,1,CHA,AL,60,240,43,76,15,0,19,60.0,0.0,0.0,18,59.0,1.0,3.0,0.0,1.0,10.0
abreujo02,2021,1,CHA,AL,152,566,86,148,30,2,30,117.0,1.0,0.0,61,143.0,3.0,22.0,0.0,10.0,28.0
abreujo02,2022,1,CHA,AL,157,601,85,183,40,0,15,75.0,0.0,0.0,62,110.0,2.0,12.0,0.0,4.0,19.0
abreujo02,2023,1,HOU,AL,141,540,62,128,23,1,18,90.0,0.0,1.0,42,130.0,1.0,6.0,0.0,6.0,16.0
abreujo02,2024,1,HOU,AL,35,113,10,14,2,0,2,7.0,0.0,0.0,4,28.0,0.0,2.0,0.0,1.0,4.0
abreuju01,2011,1,HOU,NL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreuto01,2007,1,LAN,NL,59,166,19,45,14,1,2,17.0,0.0,0.0,7,21.0,1.0,3.0,0.0,2.0,5.0
abreuto01,2009,1,LAN,NL,6,8,0,2,0,0,0,1.0,0.0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0
abreuto01,2010,1,ARI,NL,81,193,16,45,11,1,1,13.0,2.0,1.0,4,47.0,0.0,0.0,0.0,4.0,8.0
abreuto01,2012,1,KCA,AL,22,70,5,18,2,1,1,15.0,0.0,0.0,2,13.0,0.0,1.0,0.0,1.0,1.0
abreuto01,2013,1,SFN,NL,53,138,21,37,12,3,2,14.0,0.0,2.0,6,33.0,1.0,1.0,1.0,1.0,5.0
abreuto01,2014,1,SFN,NL,3,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
abreuwi01,2006,1,BAL,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreuwi01,2007,1,WAS,NL,26,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
abreuwi01,2009,2,CLE,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreuwi01,2009,1,TBA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abreuwi02,2023,1,BOS,AL,28,76,10,24,6,0,2,14.0,3.0,1.0,9,23.0,0.0,0.0,0.0,0.0,0.0
abreuwi02,2024,1,BOS,AL,132,399,59,101,33,2,15,58.0,8.0,3.0,40,125.0,0.0,3.0,0.0,5.0,7.0
abstebi01,1906,1,PIT,NL,8,20,2,4,0,0,0,3.0,2.0,,0,1.0,,0.0,1.0,,
abstebi01,1909,1,PIT,NL,137,512,51,133,20,10,1,70.0,16.0,,27,59.0,,4.0,27.0,,
abstebi01,1910,1,SLA,AL,25,87,1,13,2,0,0,3.0,3.0,,2,15.0,,0.0,1.0,,
accarje01,2005,1,SFN,NL,28,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2006,1,SFN,NL,38,5,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
accarje01,2006,2,TOR,AL,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2007,1,TOR,AL,64,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2008,1,TOR,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2009,1,TOR,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2010,1,TOR,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2011,1,BAL,AL,31,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2012,1,CLE,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
accarje01,2012,2,OAK,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2008,1,NYA,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2009,1,NYA,AL,43,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2010,1,NYA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2011,1,BOS,AL,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2012,1,BOS,AL,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2013,1,BOS,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveal01,2014,1,NYA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acevedo01,2021,1,OAK,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acevedo01,2022,1,OAK,AL,70,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acevedo01,2023,1,OAK,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acevejo01,2001,1,CIN,NL,18,34,1,4,1,0,0,1.0,0.0,0.0,0,18.0,0.0,0.0,2.0,0.0,0.0
acevejo01,2002,1,CIN,NL,6,7,1,1,1,0,0,2.0,0.0,0.0,1,6.0,0.0,0.0,2.0,0.0,0.0
acevejo01,2003,1,CIN,NL,5,9,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,1.0
acevejo01,2004,1,CIN,NL,39,43,0,2,0,0,0,1.0,0.0,0.0,3,26.0,0.0,0.0,5.0,1.0,1.0
acevejo01,2005,1,COL,NL,36,8,0,1,0,0,0,0.0,0.0,0.0,1,6.0,0.0,1.0,1.0,0.0,0.0
aceveju01,1995,1,COL,NL,17,18,0,1,0,0,0,0.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,2.0
aceveju01,1997,1,NYN,NL,25,6,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
aceveju01,1998,1,SLN,NL,50,17,2,3,1,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,2.0,0.0,0.0
aceveju01,1999,1,SLN,NL,50,20,0,1,0,0,0,0.0,0.0,0.0,0,16.0,0.0,0.0,2.0,0.0,0.0
aceveju01,2000,1,MIL,NL,62,1,1,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
aceveju01,2001,1,COL,NL,39,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveju01,2001,2,FLO,NL,20,3,1,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
aceveju01,2002,1,DET,AL,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveju01,2003,1,NYA,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aceveju01,2003,2,TOR,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
achteaj01,2014,1,MIN,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
achteaj01,2015,1,MIN,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
achteaj01,2016,1,LAA,AL,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1983,1,TOR,AL,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1984,1,TOR,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1985,1,TOR,AL,61,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1986,2,ATL,NL,21,28,1,3,1,0,0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1986,1,TOR,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1987,1,ATL,NL,68,14,1,3,0,0,0,1.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1988,1,ATL,NL,21,5,0,2,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1989,1,ATL,NL,59,7,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
ackerji01,1989,2,TOR,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1990,1,TOR,AL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1991,1,TOR,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerji01,1992,1,SEA,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ackerto01,1956,1,CIN,NL,29,19,3,1,0,0,0,1.0,0.0,0.0,3,12.0,0.0,0.0,0.0,0.0,1.0
ackerto01,1957,1,CIN,NL,49,19,1,1,0,0,0,0.0,0.0,0.0,3,15.0,0.0,1.0,2.0,0.0,0.0
ackerto01,1958,1,CIN,NL,38,30,5,2,0,0,0,1.0,0.0,0.0,5,16.0,0.0,0.0,2.0,0.0,0.0
ackerto01,1959,1,CIN,NL,37,9,1,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,2.0,0.0,0.0
ackledu01,2011,1,SEA,AL,90,333,39,91,16,7,6,36.0,6.0,0.0,40,79.0,1.0,0.0,0.0,3.0,3.0
ackledu01,2012,1,SEA,AL,153,607,84,137,22,2,12,50.0,13.0,3.0,59,124.0,7.0,0.0,1.0,1.0,3.0
ackledu01,2013,1,SEA,AL,113,384,40,97,18,2,4,31.0,2.0,3.0,37,72.0,1.0,1.0,4.0,1.0,6.0
ackledu01,2014,1,SEA,AL,143,502,64,123,27,4,14,65.0,8.0,4.0,32,90.0,1.0,3.0,3.0,2.0,10.0
ackledu01,2015,2,NYA,AL,23,52,6,15,3,2,4,11.0,0.0,0.0,4,7.0,0.0,0.0,0.0,1.0,0.0
ackledu01,2015,1,SEA,AL,85,186,22,40,8,1,6,19.0,2.0,2.0,14,38.0,0.0,1.0,3.0,3.0,3.0
ackledu01,2016,1,NYA,AL,28,61,6,9,0,0,0,4.0,0.0,0.0,8,9.0,0.0,0.0,0.0,1.0,0.0
acklefr01,1963,1,CHA,AL,2,5,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
acklefr01,1964,1,CHA,AL,3,1,0,1,1,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
acostcy01,1972,1,CHA,AL,26,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
acostcy01,1973,1,CHA,AL,48,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
acostcy01,1974,1,CHA,AL,27,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
acostcy01,1975,1,PHI,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acosted01,1970,1,PIT,NL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acosted01,1971,1,SDN,NL,8,17,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0
acosted01,1972,1,SDN,NL,46,12,1,1,0,0,0,0.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,0.0
acostjo01,1920,1,WS1,AL,17,25,2,6,1,0,0,1.0,0.0,0.0,4,7.0,,0.0,2.0,,
acostjo01,1921,1,WS1,AL,33,30,2,2,0,0,0,0.0,1.0,0.0,6,14.0,,0.0,1.0,,
acostjo01,1922,1,CHA,AL,5,5,0,1,0,0,0,0.0,0.0,0.0,1,1.0,,0.0,0.0,,
acostma01,2007,1,ATL,NL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acostma01,2008,1,ATL,NL,46,5,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
acostma01,2009,1,ATL,NL,36,1,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
acostma01,2010,1,NYN,NL,41,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acostma01,2011,1,NYN,NL,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acostma01,2012,1,NYN,NL,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acostme01,1913,1,WS1,AL,12,20,3,6,0,1,0,1.0,2.0,,4,2.0,,0.0,0.0,,
acostme01,1914,1,WS1,AL,39,74,10,19,2,2,0,4.0,3.0,4.0,11,18.0,,0.0,0.0,,
acostme01,1915,1,WS1,AL,72,163,20,34,4,1,0,18.0,8.0,4.0,28,15.0,,4.0,9.0,,
acostme01,1916,1,WS1,AL,5,8,0,1,0,0,0,0.0,0.0,,2,0.0,,0.0,0.0,,
acostme01,1918,2,PHA,AL,49,169,23,51,3,3,0,14.0,4.0,,18,10.0,,0.0,10.0,,
acostme01,1918,1,WS1,AL,3,2,0,0,0,0,0,0.0,0.0,,0,1.0,,0.0,0.0,,
acrema01,1994,1,OAK,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acrema01,1995,1,OAK,AL,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acrema01,1996,1,OAK,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acrema01,1997,1,OAK,AL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
actonga01,2023,1,OAK,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
acunalu01,2024,1,NYN,NL,14,39,6,12,2,1,3,6.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,1.0
acunaro01,2018,1,ATL,NL,111,433,78,127,26,4,26,64.0,16.0,5.0,45,123.0,2.0,6.0,0.0,3.0,4.0
acunaro01,2019,1,ATL,NL,156,626,127,175,22,2,41,101.0,37.0,9.0,76,188.0,4.0,9.0,0.0,1.0,8.0
acunaro01,2020,1,ATL,NL,46,160,46,40,11,0,14,29.0,8.0,1.0,38,60.0,2.0,4.0,0.0,0.0,3.0
acunaro01,2021,1,ATL,NL,82,297,72,84,19,1,24,52.0,17.0,6.0,49,85.0,2.0,9.0,0.0,5.0,0.0
acunaro01,2022,1,ATL,NL,119,467,71,124,24,0,15,50.0,29.0,11.0,53,126.0,4.0,10.0,0.0,3.0,8.0
acunaro01,2023,1,ATL,NL,158,643,149,217,35,4,41,106.0,73.0,14.0,80,84.0,3.0,9.0,0.0,3.0,15.0
acunaro01,2024,1,ATL,NL,49,192,38,48,8,1,4,15.0,16.0,3.0,27,53.0,0.0,3.0,0.0,0.0,4.0
adairje01,1958,1,BAL,AL,11,19,1,2,0,0,0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0
adairje01,1959,1,BAL,AL,12,35,3,11,0,1,0,2.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
adairje01,1960,1,BAL,AL,3,5,1,1,0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
adairje01,1961,1,BAL,AL,133,386,41,102,21,1,9,37.0,5.0,2.0,35,51.0,4.0,2.0,1.0,4.0,6.0
adairje01,1962,1,BAL,AL,139,538,67,153,29,4,11,48.0,7.0,7.0,27,77.0,1.0,2.0,4.0,3.0,15.0
adairje01,1963,1,BAL,AL,109,382,34,87,21,3,6,30.0,3.0,3.0,9,51.0,2.0,2.0,3.0,5.0,17.0
adairje01,1964,1,BAL,AL,155,569,56,141,20,3,9,47.0,3.0,2.0,28,72.0,10.0,1.0,4.0,3.0,20.0
adairje01,1965,1,BAL,AL,157,582,51,151,26,3,7,66.0,6.0,4.0,35,65.0,7.0,2.0,4.0,2.0,26.0
adairje01,1966,1,BAL,AL,17,52,3,15,1,0,0,3.0,0.0,0.0,4,8.0,0.0,0.0,1.0,1.0,1.0
adairje01,1966,2,CHA,AL,105,370,27,90,18,2,4,36.0,3.0,2.0,17,44.0,0.0,1.0,9.0,5.0,14.0
adairje01,1967,2,BOS,AL,89,316,41,92,13,1,3,26.0,1.0,4.0,13,35.0,0.0,2.0,4.0,2.0,10.0
adairje01,1967,1,CHA,AL,28,98,6,20,4,0,0,9.0,0.0,1.0,4,17.0,0.0,1.0,2.0,1.0,5.0
adairje01,1968,1,BOS,AL,74,208,18,45,1,0,2,12.0,0.0,0.0,9,28.0,2.0,1.0,6.0,0.0,10.0
adairje01,1969,1,KCA,AL,126,432,29,108,9,1,5,48.0,1.0,3.0,20,36.0,4.0,3.0,2.0,4.0,24.0
adairje01,1970,1,KCA,AL,7,27,0,4,0,0,0,1.0,0.0,1.0,5,3.0,1.0,0.0,1.0,0.0,1.0
adairji01,1931,1,CHN,NL,18,76,9,21,3,1,0,3.0,1.0,,1,8.0,,0.0,2.0,,
adamecr01,2014,1,COL,NL,7,15,1,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.0
adamecr01,2015,1,COL,NL,26,53,4,13,1,1,0,3.0,0.0,1.0,3,11.0,1.0,1.0,1.0,0.0,0.0
adamecr01,2016,1,COL,NL,121,225,25,49,7,3,2,17.0,2.0,3.0,24,47.0,0.0,4.0,3.0,0.0,5.0
adamecr01,2017,1,COL,NL,12,13,1,0,0,0,0,0.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0
adamecr01,2019,1,SFN,NL,10,22,1,7,1,0,0,2.0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0
adamewi01,2018,1,TBA,AL,85,288,43,80,7,0,10,34.0,6.0,5.0,31,95.0,3.0,1.0,1.0,2.0,6.0
adamewi01,2019,1,TBA,AL,152,531,69,135,25,1,20,52.0,4.0,2.0,46,153.0,1.0,3.0,3.0,1.0,9.0
adamewi01,2020,1,TBA,AL,54,185,29,48,15,1,8,23.0,2.0,1.0,20,74.0,0.0,0.0,0.0,0.0,4.0
adamewi01,2021,2,MIL,NL,99,365,61,104,26,0,20,58.0,4.0,2.0,47,105.0,1.0,0.0,0.0,1.0,8.0
adamewi01,2021,1,TBA,AL,41,132,16,26,6,1,5,15.0,1.0,2.0,10,51.0,0.0,0.0,0.0,0.0,1.0
