playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
abbotpa01,2004,2,PHI,NL,1,6,10,10,0,0,0,147,57,34,14,31,21,0.291,6.24,1.0,3,1.0,0,229.0,0,37,1.0,0.0,3.0
abbotpa01,2004,1,TBA,AL,2,5,10,9,0,0,0,141,49,35,8,27,25,0.257,6.7,0.0,3,3.0,0,222.0,0,39,0.0,1.0,0.0
aberal01,1950,1,CLE,AL,1,0,1,1,1,0,0,27,5,2,0,4,4,0.16,2.0,,0,0.0,0,34.0,0,2,,,
aberal01,1953,1,CLE,AL,1,1,6,0,0,0,0,18,6,5,0,9,4,0.24,7.5,,0,0.0,0,35.0,2,6,,,
aberal01,1953,2,DET,AL,4,3,17,10,2,0,0,200,63,33,3,41,34,0.26,4.46,,4,0.0,0,290.0,5,35,,,
aberal01,1954,1,DET,AL,5,11,32,18,4,0,3,374,121,55,8,40,54,0.25,3.97,,0,3.0,0,528.0,6,63,,,
aberal01,1955,1,DET,AL,6,3,39,1,0,0,3,240,86,30,9,28,37,0.27,3.38,1.0,1,0.0,0,346.0,22,32,,,
aberal01,1956,1,DET,AL,4,4,42,0,0,0,7,189,65,24,1,25,21,0.27,3.43,6.0,2,2.0,0,281.0,28,30,,,
aberal01,1957,1,DET,AL,3,3,28,0,0,0,1,111,46,28,6,11,15,0.31,6.81,3.0,0,1.0,0,167.0,13,33,,,
aberal01,1957,2,KC1,AL,0,0,3,0,0,0,0,9,6,4,2,2,0,0.4,12.0,0.0,1,0.0,0,17.0,0,4,,,
abernbi01,1952,1,CLE,AL,0,0,1,0,0,0,1,6,4,3,1,1,0,0.44,13.5,,0,0.0,0,10.0,1,3,,,
abernte01,1942,1,PHA,AL,0,0,1,0,0,0,0,8,2,3,0,3,1,0.22,10.13,,1,0.0,0,12.0,0,3,,,
abernte01,1943,1,PHA,AL,0,3,5,2,1,0,0,44,24,21,0,13,10,0.35,12.89,,0,0.0,0,82.0,2,22,,,
abernte01,1944,1,PHA,AL,0,0,1,0,0,0,0,9,5,1,0,1,2,0.41,3.0,,0,0.0,0,13.0,1,1,,,
abernte02,1955,1,WS1,AL,5,9,40,14,3,2,0,358,136,79,9,67,79,0.29,5.96,1.0,2,7.0,0,553.0,12,87,,,
abernte02,1956,1,WS1,AL,1,3,5,4,2,0,0,91,35,14,2,10,18,0.29,4.15,0.0,0,1.0,0,132.0,0,16,,,
abernte02,1957,1,WS1,AL,2,10,26,16,2,0,0,255,100,64,9,65,50,0.31,6.78,1.0,1,4.0,2,398.0,4,65,,,
abernte02,1960,1,WS1,AL,0,0,2,0,0,0,0,9,4,4,0,4,1,0.3,12.0,0.0,0,0.0,0,17.0,0,4,,,
abernte02,1963,1,CLE,AL,7,2,43,0,0,0,12,178,54,19,3,29,47,0.25,2.88,6.0,4,0.0,0,249.0,33,25,,,
abernte02,1964,1,CLE,AL,2,6,53,0,0,0,11,218,66,35,5,46,57,0.24,4.33,5.0,1,2.0,0,321.0,27,40,,,
abernte02,1965,1,CHN,NL,4,6,84,0,0,0,31,409,113,39,7,56,104,0.22,2.57,13.0,6,5.0,0,572.0,62,49,,,
abernte02,1966,2,ATL,NL,4,4,38,0,0,0,4,196,58,28,5,36,42,0.24,3.86,10.0,7,0.0,0,281.0,25,34,,,
abernte02,1966,1,CHN,NL,1,3,20,0,0,0,4,83,26,19,4,17,18,0.25,6.18,1.0,2,2.0,0,124.0,11,19,,,
abernte02,1967,1,CIN,NL,6,3,70,0,0,0,28,319,63,15,1,41,88,0.17,1.27,5.0,1,5.0,0,427.0,61,19,,,
abernte02,1968,1,CIN,NL,10,7,78,0,0,0,13,404,111,37,9,55,64,0.22,2.47,15.0,2,4.0,0,562.0,53,43,,,
abernte02,1969,1,CHN,NL,4,3,56,0,0,0,3,256,75,30,8,42,55,0.23,3.16,11.0,5,1.0,1,374.0,20,38,,,
abernte02,1970,1,CHN,NL,0,0,11,0,0,0,1,27,9,2,0,5,2,0.281,2.0,1.0,0,1.0,0,40.0,3,2,2.0,0.0,
abernte02,1970,3,KCA,AL,9,3,36,0,0,0,12,167,41,16,3,38,49,0.209,2.59,0.0,2,1.0,0,244.0,31,23,9.0,0.0,
abernte02,1970,2,SLN,NL,1,0,11,0,0,0,1,55,15,6,0,12,8,0.246,2.95,4.0,1,3.0,0,82.0,3,6,4.0,2.0,
abernte02,1971,1,KCA,AL,4,6,63,0,0,0,23,243,60,23,3,50,55,0.21,2.56,4.0,1,6.0,0,348.0,46,28,3.0,3.0,
abernte02,1972,1,KCA,AL,3,4,45,0,0,0,5,175,44,11,2,19,28,0.21,1.7,3.0,0,3.0,0,239.0,25,15,5.0,2.0,
abernwo01,1946,1,NY1,NL,1,1,15,1,0,0,1,120,32,15,5,10,6,0.23,3.38,,0,0.0,0,153.0,5,16,,,
abernwo01,1947,1,NY1,NL,0,0,1,0,0,0,0,6,4,2,0,1,0,0.4,9.0,,0,0.0,0,11.0,1,3,,,
ablesha01,1905,1,SLA,AL,0,3,6,3,1,0,0,92,37,13,0,13,11,,3.82,,2,0.0,0,136.0,3,22,,,
ablesha01,1909,1,CLE,AL,1,1,5,3,3,0,0,89,26,7,1,10,24,,2.12,,2,1.0,1,126.0,2,14,,,
ablesha01,1911,1,NYA,AL,0,1,3,2,0,0,0,33,16,12,0,7,6,0.33,9.82,,1,0.0,0,55.0,1,15,,,
abramge01,1923,1,CIN,NL,0,0,3,0,0,0,0,14,10,5,0,3,1,0.5,9.64,,0,0.0,0,24.0,1,5,,,
abregjo01,1985,1,CHN,NL,1,1,6,5,0,0,0,72,32,17,3,12,13,0.352,6.38,1.0,0,0.0,0,109.0,0,18,5.0,1.0,3.0
abreual01,2020,1,NYA,AL,0,1,2,0,0,0,0,4,4,3,1,2,2,0.5,20.25,0.0,0,1.0,0,11.0,1,4,0.0,0.0,0.0
abreual01,2021,1,NYA,AL,2,0,28,0,0,0,1,110,27,21,8,19,35,0.206,5.15,1.0,3,3.0,1,156.0,14,21,0.0,3.0,3.0
abreual01,2022,2,KCA,AL,0,0,4,0,0,0,0,13,6,2,1,4,3,0.353,4.15,0.0,1,1.0,0,22.0,3,2,0.0,0.0,2.0
abreual01,2022,3,NYA,AL,2,2,22,0,0,0,0,77,25,9,2,6,26,0.255,3.16,0.0,5,1.0,0,108.0,8,10,1.0,2.0,2.0
abreual01,2022,1,TEX,AL,0,0,7,0,0,0,0,26,4,3,2,12,9,0.138,3.12,0.0,0,1.0,0,42.0,0,3,0.0,0.0,1.0
abreual01,2023,1,NYA,AL,2,2,45,0,0,0,0,177,52,31,9,35,61,0.231,4.73,1.0,5,6.0,0,268.0,19,39,0.0,1.0,4.0
abreubr01,2019,1,HOU,AL,0,0,7,0,0,0,0,26,4,1,0,3,13,0.138,1.04,0.0,0,0.0,0,32.0,2,1,0.0,0.0,1.0
abreubr01,2020,1,HOU,AL,0,0,4,0,0,0,0,10,1,1,0,7,3,0.091,2.7,0.0,0,2.0,0,20.0,1,2,0.0,0.0,0.0
abreubr01,2021,1,HOU,AL,3,3,31,0,0,0,1,108,35,23,4,18,36,0.254,5.75,0.0,4,3.0,0,161.0,3,26,0.0,2.0,4.0
abreubr01,2022,1,HOU,AL,4,0,55,0,0,0,2,181,45,13,2,26,88,0.207,1.94,0.0,7,4.0,0,248.0,18,16,0.0,1.0,6.0
abreubr01,2023,1,HOU,AL,3,2,72,0,0,0,5,216,44,14,6,31,100,0.177,1.75,0.0,1,3.0,0,287.0,16,17,2.0,3.0,6.0
abreubr01,2024,1,HOU,AL,3,3,78,0,0,0,1,235,59,27,9,32,103,0.207,3.1,0.0,4,6.0,1,325.0,3,27,1.0,1.0,5.0
abreuju01,2011,1,HOU,NL,0,0,7,0,0,0,0,20,6,2,1,3,12,0.231,2.7,0.0,0,5.0,0,34.0,2,2,0.0,0.0,0.0
abreuwi01,2006,1,BAL,AL,0,0,7,0,0,0,0,24,10,9,1,6,6,0.294,10.13,1.0,0,1.0,0,42.0,2,10,0.0,1.0,0.0
abreuwi01,2007,1,WAS,NL,0,1,26,0,0,0,0,91,37,20,7,9,26,0.303,5.93,1.0,2,0.0,1,133.0,3,21,1.0,1.0,5.0
abreuwi01,2009,2,CLE,AL,0,0,3,0,0,0,0,7,7,6,2,2,3,0.5,23.14,0.0,0,1.0,0,17.0,0,7,0.0,0.0,0.0
abreuwi01,2009,1,TBA,AL,0,0,2,0,0,0,0,11,3,1,0,2,3,0.231,2.45,0.0,0,0.0,0,15.0,1,1,0.0,0.0,1.0
accarje01,2005,1,SFN,NL,1,5,28,0,0,0,0,89,26,13,2,9,16,0.232,3.94,1.0,1,1.0,0,124.0,7,13,1.0,1.0,3.0
accarje01,2006,1,SFN,NL,1,3,38,0,0,0,3,121,38,22,2,11,40,0.247,4.91,3.0,2,1.0,0,170.0,16,23,0.0,4.0,1.0
accarje01,2006,2,TOR,AL,1,1,27,0,0,0,0,86,38,19,5,9,14,0.325,5.97,2.0,2,0.0,1,127.0,11,19,1.0,0.0,2.0
accarje01,2007,1,TOR,AL,4,4,64,0,0,0,30,202,51,16,4,24,57,0.206,2.14,2.0,0,2.0,1,275.0,48,19,0.0,1.0,3.0
accarje01,2008,1,TOR,AL,0,3,16,0,0,0,4,37,15,9,1,4,5,0.3,6.57,2.0,1,1.0,0,56.0,6,10,0.0,1.0,3.0
accarje01,2009,1,TOR,AL,0,0,26,0,0,0,1,74,23,7,2,17,18,0.267,2.55,1.0,0,2.0,0,107.0,5,8,0.0,2.0,3.0
accarje01,2010,1,TOR,AL,0,1,5,0,0,0,0,20,12,6,0,3,3,0.4,8.1,0.0,2,1.0,0,34.0,2,6,0.0,0.0,2.0
accarje01,2011,1,BAL,AL,3,3,31,0,0,0,0,113,43,24,5,18,23,0.295,5.73,4.0,0,1.0,0,167.0,7,24,2.0,0.0,4.0
accarje01,2012,1,CLE,AL,0,0,26,0,0,0,0,106,38,18,3,16,28,0.288,4.58,1.0,2,0.0,0,152.0,13,19,1.0,3.0,5.0
accarje01,2012,2,OAK,AL,0,0,1,0,0,0,0,6,4,2,0,0,1,0.444,9.0,0.0,0,0.0,0,10.0,0,2,0.0,1.0,0.0
aceveal01,2008,1,NYA,AL,1,0,6,4,0,0,0,90,25,8,4,10,16,0.227,2.4,0.0,1,0.0,0,120.0,1,8,0.0,0.0,3.0
aceveal01,2009,1,NYA,AL,10,1,43,1,0,0,1,252,69,33,10,16,69,0.22,3.54,2.0,0,5.0,0,337.0,10,36,1.0,2.0,5.0
aceveal01,2010,1,NYA,AL,3,0,10,0,0,0,1,36,10,4,1,4,2,0.208,3.0,1.0,0,1.0,0,53.0,2,5,0.0,0.0,0.0
aceveal01,2011,1,BOS,AL,10,2,55,4,0,0,2,342,84,33,8,42,80,0.204,2.61,1.0,1,15.0,2,474.0,15,37,3.0,3.0,9.0
aceveal01,2012,1,BOS,AL,2,10,69,0,0,0,25,252,80,50,11,31,75,0.254,5.36,2.0,3,6.0,1,361.0,55,51,2.0,7.0,4.0
aceveal01,2013,1,BOS,AL,4,1,11,6,0,0,0,111,42,20,8,22,24,0.288,4.86,0.0,0,0.0,2,169.0,3,21,0.0,1.0,4.0
aceveal01,2014,1,NYA,AL,1,2,10,0,0,0,0,58,23,14,6,4,16,0.288,6.52,0.0,0,1.0,1,85.0,5,14,0.0,0.0,1.0
acevedo01,2021,1,OAK,AL,0,0,10,0,0,0,0,33,9,4,3,4,9,0.225,3.27,0.0,0,0.0,0,44.0,7,4,0.0,0.0,0.0
acevedo01,2022,1,OAK,AL,4,4,70,0,0,0,4,203,50,25,9,17,58,0.206,3.33,4.0,1,3.0,1,266.0,12,26,2.0,1.0,7.0
acevedo01,2023,1,OAK,AL,0,0,9,0,0,0,0,28,16,11,2,2,7,0.381,10.61,1.0,1,1.0,0,47.0,1,11,0.0,2.0,0.0
acevejo01,2001,1,CIN,NL,5,7,18,18,0,0,0,288,101,58,17,34,68,0.272,5.44,2.0,4,3.0,0,417.0,0,61,6.0,3.0,6.0
acevejo01,2002,1,CIN,NL,4,2,6,5,0,0,0,71,28,19,8,12,14,0.292,7.23,0.0,1,2.0,0,112.0,0,21,2.0,0.0,1.0
acevejo01,2003,1,CIN,NL,2,0,5,4,1,0,0,81,17,8,3,6,23,0.183,2.67,1.0,1,1.0,0,103.0,1,8,1.0,2.0,2.0
acevejo01,2004,1,CIN,NL,5,12,39,27,0,0,0,473,188,104,30,45,117,0.292,5.94,8.0,3,5.0,1,704.0,3,108,3.0,7.0,10.0
acevejo01,2005,1,COL,NL,2,4,36,5,0,0,1,192,86,46,13,16,31,0.321,6.47,3.0,0,1.0,1,292.0,7,48,2.0,5.0,3.0
aceveju01,1995,1,COL,NL,4,6,17,11,0,0,0,197,82,47,15,20,40,0.317,6.44,2.0,2,6.0,1,291.0,0,53,4.0,2.0,11.0
aceveju01,1997,1,NYN,NL,3,1,25,2,0,0,0,143,52,19,6,22,33,0.286,3.59,2.0,0,4.0,1,215.0,4,24,2.0,5.0,3.0
aceveju01,1998,1,SLN,NL,8,3,50,9,0,0,15,295,83,28,7,29,56,0.236,2.56,2.0,3,4.0,0,394.0,29,30,8.0,1.0,9.0
aceveju01,1999,1,SLN,NL,6,8,50,12,0,0,4,307,115,67,17,48,52,0.291,5.89,3.0,5,4.0,0,457.0,21,71,4.0,6.0,12.0
aceveju01,2000,1,MIL,NL,3,7,62,0,0,0,0,248,77,35,11,31,51,0.246,3.81,9.0,3,1.0,2,347.0,18,38,1.0,1.0,7.0
