name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
scheppers,tanner,489294,schet001,schepta01,10267,2012.0,2017.0
kelly,casey,543391,kellc001,kellyca01,9174,2012.0,2025.0
fien,casey,502272,fienc001,fienca01,3926,2009.0,2017.0
collmenter,josh,518567,collj001,collmjo01,7312,2011.0,2017.0
pimentel,stolmy,516935,pimes001,pimenst01,6415,2013.0,2015.0
pérez,eury,516811,peree003,perezeu01,10299,2012.0,2015.0
herrmann,chris,543302,herrc001,herrmch01,9284,2012.0,2019.0
shoemaker,matt,533167,shoem001,shoemma01,4776,2013.0,2021.0
valencia,danny,502143,valed001,valenda01,6364,2010.0,2018.0
germen,gonzalez,542674,germg001,germego01,5876,2013.0,2016.0
adrianza,ehire,501303,adrie001,adriaeh01,8418,2013.0,2024.0
friedrich,christian,543184,friec001,friedch01,7942,2012.0,2016.0
castro,jason,488771,castj006,castrja01,8722,2010.0,2022.0
buss,nick,502544,bussn001,bussni01,6835,2013.0,2016.0
kontos,george,502004,kontg001,kontoge01,9486,2011.0,2018.0
castillo,fabio,503566,castf003,castifa01,2826,2017.0,2017.0
almonte,abraham,501659,almoa001,almonab01,5486,2013.0,2023.0
gibson,kyle,502043,gibsk002,gibsoky01,10123,2013.0,2025.0
hood,destin,543329,hoodd001,hoodde01,9887,2016.0,2016.0
ibarra,edgar,500891,ibare001,ibarred01,5195,2015.0,2015.0
olivera,héctor,493343,olivh001,olivehe01,17528,2015.0,2016.0
ramírez,alexei,493351,ramia003,ramiral03,5133,2008.0,2016.0
centeno,juan,518542,centj001,centeju01,7168,2013.0,2019.0
williams,jackson,519425,willj005,willija01,8524,2014.0,2015.0
brantley,michael,488726,branm003,brantmi02,4106,2009.0,2023.0
pineda,michael,501381,pinem001,pinedmi01,5372,2011.0,2022.0
joseph,caleb,543376,josec002,josepca01,7087,2014.0,2020.0
eovaldi,nathan,543135,eovan001,eovalna01,9132,2011.0,2026.0
escobar,eduardo,500871,escoe001,escobed01,6153,2011.0,2023.0
rodríguez,ronny,500135,rodrr009,rodriro03,11875,2018.0,2019.0
paredes,edward,487675,paree002,pareded02,4168,2017.0,2018.0
hendricks,kyle,543294,hendk001,hendrky01,12049,2014.0,2025.0
boshers,buddy,542953,boshb001,boshebu01,8490,2013.0,2019.0
álvarez,dario,516714,alvad001,alvarda01,14239,2014.0,2017.0
alexander,scott,518397,alexs001,alexasc02,10591,2015.0,2025.0
broxton,keon,542979,broxk001,broxtke01,9253,2015.0,2019.0
clemens,paul,518560,clemp002,clemepa02,8037,2013.0,2016.0
thames,eric,519346,thame001,thameer01,3711,2011.0,2020.0
hynes,colt,518833,hynec001,hynesco01,7560,2013.0,2015.0
luetge,lucas,476595,luetl001,luetglu01,8337,2012.0,2023.0
dyson,jarrod,502481,dysoj001,dysonja01,4866,2010.0,2021.0
lambo,andrew,518911,lamba001,lamboan01,5386,2013.0,2016.0
gilmartin,sean,543219,gilms001,gilmase01,12781,2015.0,2020.0
santiago,héctor,502327,santh001,santihe01,4026,2011.0,2021.0
gurriel,yuli,493329,gurry001,gourryu01,19198,2016.0,2025.0
guerra,deolis,500610,guerd001,guerrde01,8410,2015.0,2021.0
salas,fernando,477569,salaf001,salasfe01,4971,2010.0,2019.0
drabek,kyle,475138,drabk001,drabeky01,4359,2010.0,2016.0
d'arnaud,chase,488818,darnc001,darnach01,6652,2011.0,2018.0
eibner,brett,518649,eibnb001,eibnebr01,11369,2016.0,2020.0
smolinski,jake,519295,smolj002,smolija01,5408,2014.0,2018.0
wood,blake,502028,woodb004,woodbl01,1345,2010.0,2018.0
de fratus,justin,518603,defrj001,defraju01,4955,2011.0,2015.0
céspedes,yoenis,493316,cespy001,cespeyo01,13110,2012.0,2020.0
wallace,brett,477165,wallb001,wallabr01,8434,2010.0,2016.0
partch,curtis,489197,partc001,partccu01,1333,2013.0,2016.0
pérez,martín,527048,perem004,perezma02,6902,2012.0,2026.0
lollis,ryan,489067,lollr001,lolliry01,6623,2015.0,2015.0
mchugh,collin,543521,mchuc001,mchugco01,7531,2012.0,2023.0
teaford,everett,501870,teafe001,teafoev01,3732,2011.0,2015.0
harris,will,501789,harrw002,harriwi10,3192,2012.0,2021.0
mckenry,michael,502374,mckem001,mckenmi01,9628,2010.0,2016.0
hicks,aaron,543305,hicka001,hicksaa01,5297,2013.0,2024.0
pérez,salvador,521692,peres002,perezsa02,7304,2011.0,2026.0
masterson,justin,475416,mastj001,masteju01,2038,2008.0,2015.0
joseph,corban,543377,josec001,josepco01,5503,2013.0,2019.0
gray,sonny,543243,grays001,grayso01,12768,2013.0,2026.0
badenhop,burke,488674,badeb001,badenbu01,9736,2008.0,2015.0
coleman,dusty,543038,coled002,colemdu01,8979,2015.0,2017.0
cron,c. j.,543068,cronc002,croncj01,12546,2014.0,2023.0
holland,derek,502706,holld003,hollade01,4141,2009.0,2021.0
holt,tyler,534627,holtt001,holtty01,11391,2014.0,2016.0
rasmussen,rob,519169,rasmr001,rasmuro01,11250,2014.0,2015.0
lake,junior,516809,lakej001,lakeju01,4672,2013.0,2016.0
ramírez,j. c.,500724,ramij002,ramirjc01,8302,2013.0,2019.0
niese,jonathon,477003,niesj001,niesejo01,4424,2008.0,2016.0
workman,brandon,519443,workb001,workmbr01,11428,2013.0,2021.0
zimmerman,ryan,475582,zimmr001,zimmery01,4220,2005.0,2021.0
delgado,randall,517414,delgr001,delgara01,5985,2011.0,2018.0
boscán,wilfredo,517448,boscw001,boscawi01,7655,2016.0,2016.0
marte,jefry,527043,martj007,marteje01,5107,2015.0,2018.0
sale,chris,519242,salec001,salech01,10603,2010.0,2026.0
salazar,danny,517593,salad001,salazda01,5867,2013.0,2019.0
rupp,cameron,519237,ruppc001,ruppca01,11146,2013.0,2017.0
jones,nate,518858,jonen001,jonesna01,4696,2012.0,2021.0
brantly,rob,542963,branr002,brantro01,10655,2012.0,2025.0
marks,justin,476123,markj001,marksju01,10265,2014.0,2017.0
graham,j. r.,543242,grahj002,grahajr01,12042,2015.0,2016.0
oberholtzer,brett,519085,oberb001,oberhbr01,3855,2013.0,2016.0
walden,jordan,477229,waldj001,waldejo01,3271,2010.0,2015.0
gregerson,luke,502381,gregl001,gregelu01,4090,2009.0,2019.0
lamarre,ryan,534606,lamar001,lamarry01,10700,2015.0,2021.0
mazzoni,cory,543508,mazzc001,mazzoco01,12537,2015.0,2018.0
segura,jean,516416,seguj002,segurje01,5933,2012.0,2023.0
avilán,luis,501593,avill001,avilalu01,2882,2012.0,2021.0
hellickson,jeremy,476451,hellj001,hellije01,4371,2010.0,2019.0
coulombe,danny,543056,could001,couloda01,13293,2014.0,2026.0
o'malley,shawn,502523,omals001,omallsh01,9629,2014.0,2016.0
mastroianni,darin,518991,mastd002,mastrda01,7316,2011.0,2016.0
sogard,eric,519299,sogae001,sogarer01,7927,2010.0,2021.0
heisey,chris,502317,heisc001,heisech01,3978,2010.0,2017.0
bumgarner,madison,518516,bumgm001,bumgama01,5524,2009.0,2023.0
mazzaro,vin,476570,mazzv001,mazzavi01,5231,2009.0,2016.0
farquhar,danny,543144,farqd001,farquda01,8501,2011.0,2018.0
tolleson,steven,476270,tolls001,tollest01,4450,2010.0,2015.0
herrmann,frank,497807,herrf001,herrmfr01,7960,2010.0,2016.0
cabral,césar,501627,cabrc001,cabrace01,6741,2013.0,2015.0
ramírez,neil,519166,ramin001,ramirne01,7677,2014.0,2019.0
diekman,jake,518617,diekj001,diekmja01,5003,2012.0,2024.0
moreland,mitch,519048,morem001,morelmi01,3086,2010.0,2021.0
lavarnway,ryan,543432,lavar001,lavarry01,8879,2011.0,2021.0
cole,gerrit,543037,coleg001,colege01,13125,2013.0,2024.0
peacock,brad,502748,peacb001,peacobr01,5401,2011.0,2021.0
snider,travis,501983,snidt001,snidetr01,2830,2008.0,2015.0
ravin,josh,502051,ravij001,ravinjo01,2951,2015.0,2018.0
locke,jeff,502046,lockj001,lockeje01,2929,2011.0,2017.0
baxter,mike,488689,baxtm001,baxtemi01,4464,2010.0,2015.0
paredes,jimmy,517370,parej002,paredji01,5481,2011.0,2016.0
hosmer,eric,543333,hosme001,hosmeer01,3516,2011.0,2023.0
lamb,john,543424,lambj002,lambjo02,8493,2015.0,2018.0
thole,josh,489365,tholj001,tholejo01,9689,2009.0,2016.0
cloyd,tyler,543031,cloyt001,cloydty01,8536,2012.0,2018.0
montero,jesús,524968,montj003,monteje01,5514,2011.0,2015.0
solarte,yangervis,500208,solay001,solarya01,5352,2014.0,2019.0
valdespin,jordany,518170,valdj002,valdejo02,5098,2012.0,2015.0
presley,alex,502100,presa001,preslal01,5305,2010.0,2017.0
ladendorf,tyler,502285,ladet001,ladenty01,3211,2015.0,2021.0
navarro,rey,519071,navar001,navarre01,6008,2015.0,2015.0
noonan,nick,519082,noonn001,noonani01,6880,2013.0,2016.0
díaz,dayán,500765,diazd001,diazda01,11543,2016.0,2017.0
descalso,daniel,518614,descd001,descada01,8392,2010.0,2019.0
reddick,josh,502210,reddj001,reddijo01,3892,2009.0,2021.0
betances,dellin,476454,betad001,betande01,6216,2011.0,2021.0
lawrie,brett,543434,lawrb002,lawribr01,5247,2011.0,2016.0
forsythe,logan,523253,forsl001,forsylo01,7185,2011.0,2020.0
alonso,yonder,475174,alony001,alonsyo01,2530,2010.0,2019.0
stock,robert,476594,stocr001,stockro01,6576,2018.0,2025.0
buchter,ryan,488748,buchr001,buchtry01,9456,2014.0,2021.0
kawasaki,munenori,493128,kawam001,kawasmu01,13047,2012.0,2016.0
uehara,koji,493157,uehak001,ueharko01,9227,2009.0,2017.0
kipnis,jason,543401,kipnj001,kipnija01,9776,2011.0,2020.0
brasier,ryan,518489,brasr001,brasiry01,5615,2013.0,2025.0
collins,tim,525768,collt001,colliti01,3164,2011.0,2019.0
figueroa,cole,502676,figuc001,figueco01,8790,2014.0,2016.0
ortega,rafael,542364,orter001,ortegra01,10323,2012.0,2024.0
gearrin,cory,518715,gearc001,gearrco01,7947,2011.0,2020.0
butler,joey,542994,butlj002,butlejo04,7799,2013.0,2015.0
domínguez,josé,523848,domij002,dominjo01,11571,2013.0,2016.0
kalish,ryan,501888,kalir001,kalisry01,6962,2010.0,2016.0
smoker,josh,519294,smokj001,smokejo01,10285,2016.0,2018.0
monell,johnny,476192,monej001,moneljo01,2783,2013.0,2015.0
coleman,louis,488786,colel001,colemlo01,9720,2011.0,2018.0
bethancourt,christian,542194,bethc001,bethach01,10028,2013.0,2024.0
bandy,jett,542908,bandj001,bandyje01,12508,2015.0,2018.0
tepesch,nick,519344,tepen001,tepesni01,11716,2013.0,2017.0
hudson,daniel,543339,hudsd001,hudsoda01,7146,2009.0,2024.0
martínez,michael,492841,martm003,martimi02,7358,2011.0,2017.0
thatcher,joe,491159,thatj001,thatcjo01,4620,2007.0,2015.0
davis,ike,477195,davii001,davisik02,8433,2010.0,2016.0
scruggs,xavier,489305,scrux001,scrugxa01,7409,2014.0,2016.0
bell,chad,518445,bellc003,bellch02,10297,2017.0,2018.0
adams,austin,542866,adama001,adamsau01,7411,2014.0,2019.0
dickerson,alex,543105,dicka001,dickeal01,12649,2015.0,2022.0
latos,mat,502009,latom001,latosma01,3815,2009.0,2017.0
burns,andy,542992,burna003,burnsan01,12779,2016.0,2021.0
telis,tomás,542513,telit001,telisto01,10067,2014.0,2018.0
recker,anthony,489232,recka001,reckean01,4063,2011.0,2017.0
elmore,jake,518653,elmoj001,elmorja01,7290,2012.0,2019.0
contreras,carlos,542266,contc001,contrca01,10386,2014.0,2015.0
mcallister,zach,502083,mcalz001,mcallza01,2895,2011.0,2023.0
rienzo,andré,516589,riena001,rienzan01,3507,2013.0,2015.0
clevenger,steve,502182,clevs001,clevest01,9542,2011.0,2016.0
moore,tyler,489138,moort002,moorety01,7244,2012.0,2017.0
flores,wilmer,527038,florw001,florewi01,5827,2013.0,2025.0
villar,jonathan,542340,villj001,villajo01,10071,2013.0,2022.0
robertson,david,502085,robed002,roberda08,8241,2008.0,2025.0
altuve,josé,514888,altuj001,altuvjo01,5417,2011.0,2026.0
flaherty,ryan,475247,flahr001,flahery01,7888,2012.0,2019.0
martín,rafael,514669,martr005,martira04,10258,2015.0,2016.0
berti,jon,542932,bertj001,bertijo01,12037,2018.0,2025.0
cervenka,hunter,543017,cervh001,cervehu01,10510,2016.0,2017.0
adames,cristhian,542436,adamc001,adamecr01,6013,2014.0,2019.0
brentz,bryce,518490,brenb002,brentbr01,10607,2014.0,2016.0
harrison,josh,543281,harrj002,harrijo05,8202,2011.0,2023.0
stammen,craig,489334,stamc001,stammcr01,7274,2009.0,2022.0
blazek,michael,518468,blazm001,blazemi01,9654,2013.0,2019.0
sanchez,tony,506997,sanct001,sanchto01,6178,2013.0,2017.0
frías,carlos,516910,friac001,friasca01,3547,2014.0,2016.0
kelly,merrill,518876,kellm002,kellyme01,11156,2019.0,2026.0
giavotella,johnny,543213,giavj001,giavojo01,6740,2011.0,2017.0
jankowski,jordan,543357,jankj001,jankojo01,13313,2017.0,2017.0
lough,david,518953,lougd001,loughda01,7215,2012.0,2016.0
furbush,charlie,518703,furbc001,furbuch01,1370,2011.0,2015.0
ranaudo,anthony,519168,ranaa001,ranauan01,11424,2014.0,2016.0
sadler,casey,594987,sadlc002,sadleca02,11209,2014.0,2021.0
cessa,luis,570666,cessl001,cessalu01,13345,2016.0,2023.0
neris,héctor,593576,nerih001,nerishe01,11804,2014.0,2025.0
